"label","type","author","title","journal","year","volume","pages","doi","note","url","abstract","document_type","source","number","art_number","screened_abstracts","notes"
"Bone2019","ARTICLE","Bone, C. and Nelson, M.F.","Improving mountain pine beetle survival predictions using multi-year temperatures across the western USA","Forests","2019","10",NA,"10.3390/f10100866","cited By 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073473288&doi=10.3390%2ff10100866&partnerID=40&md5=9cb15c3eb521636f455d25a6964a4458","Global climate change has led to an increase in large-scale bark beetle outbreaks in forests around the world, resulting in significant impacts to forest ecosystems, timber economies, and forest-dependent communities. As such, prediction models that utilize temperature for estimating future bark beetle locations and consequential tree mortality are critical for informing forest management decision-making in an attempt to mitigate and adapt to pending and current outbreaks. This is especially true for physiological models that account for the effects of overwinter temperatures on bark beetle survival, as seasonal temperatures, specifically during winter months, exert the greatest impact on bark beetle mortality during various stages of life cycle development. Yet, how temperature observations are used to predict bark beetle survival can significantly under- or over-estimate the role that temperature variability plays in annual tree mortality, especially under current climate change trajectories. This study evaluates how representations of winter temperature influence bark beetle survival estimates. Using the recent outbreak of mountain pine beetle (Dendroctonus ponderosae Hopkins) across the western USA as a case study, single-year to decade-long winter temperature averages were used as inputs into a physiological beetle survival prediction model, the results of which were compared against beetle-induced tree mortality observations using temporal autoregressive models. Results show that using longer-term survival averages of seven to ten years significantly increases the likelihood that temperature alone can predict general levels of beetle survival and hence beetle-induced mortality. These findings demonstrate the importance of considering the role of long-term temperature observations when forecasting bark beetle outbreaks, and that year-to-year temperature variability may be constrained in predicting beetle survival during outbreak periods.  2019 by the authors.","Article","Scopus","10","866","selected",""
"Rajit2019","CONFERENCE","Rajit, N. and Thanachayanont, A.","A 1-V CMOS Low-Power Resistor-Based Temperature Sensor for Human Body Temperature Monitoring","34th International Technical Conference on Circuits/Systems, Computers and Communications, ITC-CSCC 2019","2019",NA,NA,"10.1109/ITC-CSCC.2019.8793401","cited By 2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071456401&doi=10.1109%2fITC-CSCC.2019.8793401&partnerID=40&md5=cf113010b2c3f57111104badacc8d772","This paper describes the design and realisation of a CMOS fully-integrated low-power resistor-based temperature sensor for human body temperature monitoring application. The temperature sensing element is realised by an on-chip fully-differential RC filter, driven by a temperature-independent square-wave reference voltage. The fully-differential output voltages of the filter exhibit the temperature-dependent charging and discharging times. A simple voltage comparator is used to compare the filter output voltages and measure the temperature-dependent crossing time. The comparator output voltage is compared with the reference voltage by using an XOR gate, of which the output is a squarewave with a temperature-dependent duty cycle. The temperature variation is measured by calculating the duty cycle or the average DC output value of the XOR output voltage. The proposed temperature sensor was designed and simulated by using process parameters from a standard 0.18-mu m CMOS technology. The overall circuit dissipates 6.96mu W from a single 1-V power supply voltage. Extensive process-corner simulations showed that the proposed circuit could achieve the maximum temperature error of less than 0. 05 C over the temperature range of 25C-45C.  2019 IEEE.","Conference Paper","Scopus",NA,"8793401","excluded",""
"Li2019308","ARTICLE","Li, B. and Du, C. and Liu, H. and Yu, W. and Zheng, J. and Tan, M. and Jin, Z. and Li, W. and Wu, J. and Chen, L. and Yao, R.","Regulation of sensory nerve conduction velocity of human bodies responding to annual temperature variations in natural environments","Indoor Air","2019","29","308-319","10.1111/ina.12525","cited By 2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059248647&doi=10.1111%2fina.12525&partnerID=40&md5=bdb9fa801c6fbe54f6dfd338261e5f81","The extensive research interests in environmental temperature can be linked to human productivity/performance as well as comfort and health; while the mechanisms of physiological indices responding to temperature variations remain incompletely understood. This study adopted a physiological sensory nerve conduction velocity (SCV) as a temperature-sensitive biomarker to explore the thermoregulatory mechanisms of human responding to annual temperatures. The measurements of subjects SCV (over 600 samples) were conducted in a naturally ventilated environment over all four seasons. The results showed a positive correlation between SCV and annual temperatures and a Boltzmann model was adopted to depict the S-shaped trend of SCV with operative temperatures from 5C to 40C. The SCV increased linearly with operative temperatures from 14.28C to 20.5C and responded sensitively for 10.19C-24.59C, while tended to be stable beyond that. The subjects thermal sensations were linearly related to SCV, elaborating the relation between human physiological regulations and subjective thermal perception variations. The findings reveal the body SCV regulatory characteristics in different operative temperature intervals, thereby giving a deeper insight into human autonomic thermoregulation and benefiting for built environment designs, meantime minimizing the temperature-invoked risks to human health and well-being.  2018 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd","Article","Scopus","2",NA,"excluded",""
"Wilkening201811537","ARTICLE","Wilkening, A. and Rb, C. and Sylvester, M. and Voos, W.","Analysis of heat-induced protein aggregation in human mitochondria","Journal of Biological Chemistry","2018","293","11537-11552","10.1074/jbc.RA118.002122","cited By 11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050409404&doi=10.1074%2fjbc.RA118.002122&partnerID=40&md5=dc41f13f3960187d0fa646028236df6a","Proteins in mammalian cells exhibit optimal stability at physiological temperatures, and even small temperature variations may cause unfolding and nonspecific aggregation. Because this process leads to a loss of function of the affected polypeptides and to cytotoxic stress, formation of protein aggregates has been recognized as a major pathogenic factor in human diseases. In this study, we determined the impact of physiological heat stress on mitochondria isolated from HeLa cells. We found that the heat-stressed mitochondria had lower membrane potential and ATP level and exhibited a decreased production of reactive oxygen species. An analysis of the mitochondrial proteome by 2D PAGE showed that the overall solubility of endogenous proteins was only marginally affected by elevated temperatures. However, a small subset of polypeptides exhibited an high sensitivity to heat stress. The mitochondrial translation elongation factor Tu (Tufm), a protein essential for organellar protein biosynthesis, was highly aggregation-prone and lost its solubility already under mild heat-stress conditions. Moreover, mitochondrial translation and the import of cytosolic proteins were defective in the heat-stressed mitochondria. Both types of nascent polypeptides, produced by translation or imported into the mitochondria, exhibited a strong tendency to aggregate in the heat-exposed mitochondria. We propose that a fast and specific inactivation of elongation factors may prevent the accumulation of misfolded nascent polypeptides and may thereby attenuate proteotoxicity under heat stress.  2018 Wilkening et al.","Article","Scopus","29",NA,"excluded",""
"LamasdeSouza2017","ARTICLE","Lamas de Souza, N. and Bartz, J. and da Rosa Zavareze, E. and Diaz de Oliveira, P. and da Silveira Moreira, A. and Schellin Vieira da Silva, W. and Guerra Dias, A.R.","Functional, physiological, and rheological properties of oat -glucan oxidized with hydrogen peroxide under soft conditions","Journal of Food Processing and Preservation","2017","41",NA,"10.1111/jfpp.13169","cited By 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010871732&doi=10.1111%2fjfpp.13169&partnerID=40&md5=3c7237accd7257d4d399028f6c0883e7","The -glucan fiber has been used to change the consistency, water activity, and fat binding capacity (FB), promoting viscosity, gelification or emulsification, in foods. Its properties are related to their structure, which can be modified chemically, enzymatically, and physically. The objective of this study was to evaluate the effect of oxidation under soft conditions (0.05 mL 100 g1 and 0.10 mL 100 g1 H2O2 for 10 and 20 min) on the functional, thermal, and rheological properties of oat -glucan. The soft oxidation of -glucan at higher levels of oxidant increased the power of swelling and bile acids binding capacity, resulting in a higher hypocholesterolemic effect. In the same levels, the texture profile of oxidized -glucans gels showed a reduction in hardness and lack of adhesiveness, as well as an increase in springiness and gumminess. The viscosity of -glucan decreased after oxidation and showed pseudoplastic behavior. Practical applications: -glucan solutions can easily suffer molecular breakdown due to different processes, which may alter the effectiveness of health benefits due to their relationship with the viscosity. Among the possible modifications to which polysaccharides like -glucan may be submitted, oxidation stands out. Studies on oxidation of -glucan has been carried out using hydrogen peroxide as an oxidizing agent and iron ions as a catalyst, under conditions of concentration and temperature variables. However, there are no studies of oxidation of -glucan under soft reaction conditions, with the purpose of improving physiological properties.  2017 Wiley Periodicals, Inc.","Article","Scopus","5","e13169","excluded",""
"Marinescu2016591","CONFERENCE","Marinescu, A. and Sharples, S. and Ritchie, A.C. and Lpez, T.S. and McDowell, M. and Morvan, H.","Exploring the Relationship between Mental Workload, Variation in Performance and Physiological Parameters","IFAC-PapersOnLine","2016","49","591-596","10.1016/j.ifacol.2016.10.618","cited By 4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994890781&doi=10.1016%2fj.ifacol.2016.10.618&partnerID=40&md5=36dc16bc886c656d2dabb3b1ef2d8e63","Real time non-intrusive mental workload level estimation may lead to significant improvements in the design and operation of future flight decks, reducing the cognitive demand on pilots. This study explores the relationship between mental workload, variation of performance and objective physiological measures. The study presented was performed in laboratory conditions and required participants to perform a custom-designed tracking task with elements of mental arithmetic that imposed varying levels of mental workload. The data collected consisted of: physiological measurements (heart inter-beat intervals, breathing rate, facial thermography); subjective ratings of workload from the participants (ISA and NASA-TLX); and the performance measured within the task. Initial results suggest facial thermography as a good candidate for non-intrusive mental workload measurements as temperature variations on some areas, for example the nose, appear to relate well to the changes in mental workload level as measured by subjective ratings as well as performance measures on performing the task.  2016","Conference Paper","Scopus","19",NA,"excluded",""
"Johnson2015189","BOOK","Johnson, L.R. and Lafferty, K.D. and Mcnally, A. and Mordecai, E. and Paaijmans, K.P. and Pawar, S. and Ryan, S.J.","Mapping the Distribution of Malaria: Current Approaches and Future Directions","Analyzing and Modeling Spatial and Temporal Dynamics of Infectious Diseases","2015",NA,"189-209","10.1002/9781118630013.ch10","cited By 5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015567158&doi=10.1002%2f9781118630013.ch10&partnerID=40&md5=8ab33b117b3280c6595332f9e4613f44","Mapping the distribution of malaria has received substantial attention because the disease is a major source of illness and mortality in humans, especially in developing countries. It also has a defined temporal and spatial distribution. The distribution of malaria is most influenced by its mosquito vector, which is sensitive to extrinsic environmental factors such as rainfall and temperature. Temperature also affects the development rate of the malaria parasite in the mosquito. Here, we review the range of approaches used to model the distribution of malaria, from spatially explicit to implicit, mechanistic to correlative. Although current methods have significantly improved our understanding of the factors influencing malaria transmission, significant gaps remain, particularly in incorporating nonlinear responses to temperature and temperature variability. We highlight new methods to tackle these gaps and to integrate new data with models.  2015 John Wiley & Sons, Inc. All rights reserved.","Book Chapter","Scopus",NA,NA,"excluded",""
"Hirata20133753","CONFERENCE","Hirata, A. and Ishii, Y. and Nomura, T. and Laakso, I.","Computation of temperature elevation in fetus due to radio-frequency exposure with a new thermal modeling","Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS","2013",NA,"3753-3756","10.1109/EMBC.2013.6610360","cited By 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886515420&doi=10.1109%2fEMBC.2013.6610360&partnerID=40&md5=cc30abfb8c02af9d3c2995754ebb4ca3","The temperature elevation in the fetus is of concern for radio-frequency exposure. According to the IEC standard, the temperature elevation in the fetus should be lower than 0.5C for exposure in magnetic resonance equipment. However, no previous study succeeded to simulate the temperature difference between the fetus and mother in the thermoneutral condition. The present study proposes a new thermal modeling for the pregnant woman model. The thermal modeling is then applied to the temperature variation for plane wave exposure at 80 MHz. From computational results, the core temperature in the fetus at the themoneutral condition was 37.5C, which is 0.35 C larger than that of the mother and coincident with measured data. When the pregnant woman model is irradiated by the plane wave with the whole-body averaged specific absorption rate of 2 W/kg for 1 hour, the temperature elevation in the fetus is 0.50 C, which is larger than that in the mother by 0.11 C.  2013 IEEE.","Conference Paper","Scopus",NA,"6610360","excluded",""
"Wang201372","ARTICLE","Wang, W. and Wang, Y. and Shu, X. and Zhang, Q.","Physiological responses of soil crust-forming cyanobacteria to diurnal temperature variation","Journal of Basic Microbiology","2013","53","72-80","10.1002/jobm.201100510","cited By 12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872803283&doi=10.1002%2fjobm.201100510&partnerID=40&md5=cc3438dc793ac90d52e062d1ddca023b","The optimum growth of soil crust-forming cyanobacterial species occurs between 21 and 30C. When the temperature decreases below -5C, the liquid water in the cyanobacterial cells may freeze. In the natural environment, the temperature gradually decreases from autumn to winter, and the diurnal temperatures fluctuate enormously. It was hypothesized that the physiology of cyanobacterial cells changes in later autumn to acclimatize the cells to the upcoming freezing temperatures. In the present study, an incubation experiment in growth chambers was designed to stimulate the responses of cyanobacterial cells to diurnal temperature variations before freezing in late autumn. The results showed that ""light"" cyanobacterial soil crusts are more tolerant to diurnal temperature fluctuations than ""dark"" cyanobacterial soil crusts. After the first diurnal temperature cycle between 24 and -4Cf, the malondialdehyde (MDA) contents increased and the photosynthetic activity decreased. The superoxide dismutase activity increased, more extracellular polysaccharides (EPS) were secreted and the ratios of the light-harvesting and light-screening pigments decreased. With increasing numbers of diurnal temperature cycles, the MDA contents and photosynthetic activity gradually returned to their initial levels. Our results suggest that there are at least three pathways by which crust-forming cyanobacteria acclimate to the diurnal temperature cycles in the late autumn in the Hopq Desert, Northwest China. These three pathways include increased secretion of EPS, regulation of the ratios of light-harvesting and light-screening pigments, and activation of the antioxidant system. The results also indicate that late autumn is a critical period for the protection and restoration of the cyanobacterial soil crusts in the Hopq Desert.  2012 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.","Article","Scopus","1",NA,"selected",""
"Rodgers2018147","ARTICLE","Rodgers, E.M. and Cocherell, D.E. and Nguyen, T.X. and Todgham, A.E. and Fangue, N.A.","Plastic responses to diel thermal variation in juvenile green sturgeon, Acipenser medirostris","Journal of Thermal Biology","2018","76","147-155","10.1016/j.jtherbio.2018.07.015","cited By 8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050749675&doi=10.1016%2fj.jtherbio.2018.07.015&partnerID=40&md5=b91913452fd447589e279a3d0c7d4da9","Human-induced thermal variability can disrupt energy balance and performance in ectotherms; however, phenotypic plasticity may play a pivotal protective role. Ectotherm performance can be maintained in thermally heterogeneous habitats by reducing the thermal sensitivity of physiological processes and concomitant performance. We examined the capacity of juvenile green sturgeon (Acipenser medirostris) to respond to daily thermal variation. Juveniles (47 days post-hatch) were exposed to either stable (15  0.5 C) or variable (narrowly variable: 1317 C day1 or widely variable 1121 C day1) thermoperiod treatments, with equivalent mean temperatures (15  0.5 C), for 21 days. Growth (relative growth rate, % body mass gain), upper thermal tolerance (critical thermal maxima, CTMax) and the thermal sensitivity of swimming performance (critical swimming speed, Ucrit) were assessed in fish from all treatments. Accelerated growth was observed in fish maintained under widely variable temperatures compared to narrowly variable and stable temperatures. No significant variation in CTMax was observed among thermoperiod treatments, suggesting all treatment groups acclimated to the mean temperature rather than daily maximums. The widely variable treatment induced a plastic response in swimming performance, where Ucrit was insensitive to temperature and performance was maintained across a widened thermal breadth. Maximum Ucrit attained was similar among thermoperiod treatments, but performance was maximised at different test temperatures (stable: 4.62  0.44 BL s1 at 15 C; narrowly variable: 4.52  0.23 BL s1 at 21 C; widely variable: 3.90  0.24 BL s1 at 11 C, mean  s.e.m.). In combination, these findings suggest juvenile A. medirostris are resilient to daily fluctuations in temperature, within the temperature range tested here.  2018 Elsevier Ltd","Article","Scopus",NA,NA,"selected",""
"Amarasekare2020","ARTICLE","Amarasekare, P. and Simon, M.W.","Latitudinal directionality in ectotherm invasion success","Proceedings of the Royal Society B: Biological Sciences","2020","287",NA,"10.1098/rspb.2019.1411","cited By 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079801585&doi=10.1098%2frspb.2019.1411&partnerID=40&md5=6f90a39c198a9674cccd093279dc23bc","A striking pattern, seen in both fossil and extant taxa, is that tropical ectotherms are better at invading temperate habitats than vice versa. This is puzzling because tropical ectotherms, being thermal specialists, face a harsher abiotic environment and competition from temperate residents that are thermal generalists. We develop a mathematical framework to address this puzzle. We find that (i) tropical ectotherms can invade temperate habitats if they have higher consumption rates and lower mortality during warmer summers, (ii) stronger seasonal fluctuations at higher latitudes create more temporal niches, allowing coexistence of tropical invaders and temperate residents, and (iii) temperate ectotherms' failure to invade tropical habitats is due to greater mortality rather than lower competitive ability. Our framework yields predictions about population-level outcomes of invasion success based solely on species' trait responses to temperature. It provides a potential ecological explanation for why the tropics constitute both a cradle and a museum of biodiversity.  2020 The Author(s) Published by the Royal Society. All rights reserved.","Article","Scopus","1920","20191411","selected",""
"Wang201755","ARTICLE","Wang, J. and Liu, H. and Wu, X. and Li, C. and Wang, X.","Effects of different types of mulches and legumes for the restoration of urban abandoned land in semi-arid northern China","Ecological Engineering","2017","102","55-63","10.1016/j.ecoleng.2017.02.001","cited By 16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013196897&doi=10.1016%2fj.ecoleng.2017.02.001&partnerID=40&md5=3c59d74bd2e4fca44cbfbdf676bcda27","Abandoned land is a type of resource wasteland that significantly damages the ecological environment and affects city construction. The northwestern Chinese ecological environment of the semi-arid field is fragile and susceptible to temperature variability. It is difficult to transform such abandoned land into sustainable urban land. However, vegetation restoration on urban abandoned land can ameliorate the soil conditions but received less attention. In the ecological restoration of such abandoned land, the use of certain types of mulch and legume is efficient and effective. In this research, three mulching methods, including a straw blanket (SB), bark plot (BP) and wood shavings (WS), and a control plot (CP) were evaluated over separate growing seasons to determine their effects on the vegetation biomass and the soil physicochemical properties, including soil temperature and soil moisture. The results indicated that mulching had multiple benefits, including improved vegetation growth by decreasing soil evaporation and regulating the soil temperature. SB and BP were the preferred materials because they were more effective. The wood shavings method did not favor the establishment of vegetation and resulted in vegetation similar to that of the control plot. In addition, the legumes Amorpha fruticosa, Lespedeza bicolor and Medicago sativa significantly enhanced the soil physicochemical properties. Thus, the straw blanket, bark plot mulch are recommended for a beneficial water retention effect on topsoil and vegetation growth of abandoned land. This ecological restoration technology for urban abandoned land also exhibits environmental friendliness and sustainability.  2017 Elsevier B.V.","Article","Scopus",NA,NA,"excluded",""
"Catherine201674","ARTICLE","Catherine, A. and Selma, M. and Mouillot, D. and Troussellier, M. and Bernard, C.","Patterns and multi-scale drivers of phytoplankton species richness in temperate peri-urban lakes","Science of the Total Environment","2016","559","74-83","10.1016/j.scitotenv.2016.03.179","cited By 12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963680097&doi=10.1016%2fj.scitotenv.2016.03.179&partnerID=40&md5=e43e0bda0ae5f975c5b5ae9bb7bde0d6","Local species richness (SR) is a key characteristic affecting ecosystem functioning. Yet, the mechanisms regulating phytoplankton diversity in freshwater ecosystems are not fully understood, especially in peri-urban environments where anthropogenic pressures strongly impact the quality of aquatic ecosystems. To address this issue, we sampled the phytoplankton communities of 50 lakes in the Paris area (France) characterized by a large gradient of physico-chemical and catchment-scale characteristics. We used large phytoplankton datasets to describe phytoplankton diversity patterns and applied a machine-learning algorithm to test the degree to which species richness patterns are potentially controlled by environmental factors. Selected environmental factors were studied at two scales: the lake-scale (e.g. nutrients concentrations, water temperature, lake depth) and the catchment-scale (e.g. catchment, landscape and climate variables). Then, we used a variance partitioning approach to evaluate the interaction between lake-scale and catchment-scale variables in explaining local species richness. Finally, we analysed the residuals of predictive models to identify potential vectors of improvement of phytoplankton species richness predictive models. Lake-scale and catchment-scale drivers provided similar predictive accuracy of local species richness (R2 = 0.458 and 0.424, respectively). Both models suggested that seasonal temperature variations and nutrient supply strongly modulate local species richness. Integrating lake- and catchment-scale predictors in a single predictive model did not provide increased predictive accuracy; therefore suggesting that the catchment-scale model probably explains observed species richness variations through the impact of catchment-scale variables on in-lake water quality characteristics. Models based on catchment characteristics, which include simple and easy to obtain variables, provide a meaningful way of predicting phytoplankton species richness in temperate lakes. This approach may prove useful and cost-effective for the management and conservation of aquatic ecosystems.  2016 Elsevier B.V.","Article","Scopus",NA,NA,"excluded",""
"Xu201686","ARTICLE","Xu, J. and Zhao, D. and Su, H. and Xie, M. and Cheng, J. and Wang, X. and Li, K. and Yang, H. and Wen, L. and Wang, B.","Impact of temperature variability on childhood hand, foot and mouth disease in Huainan, China","Public Health","2016","134","86-94","10.1016/j.puhe.2015.10.029","cited By 15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950119966&doi=10.1016%2fj.puhe.2015.10.029&partnerID=40&md5=001e1254a719c44dfd7377aac1bad1d0","Objectives: The short-term temperature variation has been shown to be significantly associated with human health. However, little is known about whether temperature change between neighbouring days (TCN) and diurnal temperature range (DTR) have any effect on childhood hand, foot and mouth disease (HFMD). This study aims to explore whether temperature variability has any effect on childhood HFMD. Study design: Ecological study. Methods: The association between meteorological variables and HFMD cases in Huainan, China, from January 1st 2012 to December 31st 2014 was analysed using Poisson generalized linear regression combined with distributed lag non-linear model (DLNM) after controlling for long-term trend and seasonality, mean temperature and relative humidity. Results: An adverse effect of TCN on childhood HFMD was observed, and the impact of TCN was the greatest at five days lag, with a 10% (95% CI: 4%-15%) increase of daily number of HFMD cases per 3 C (10th percentile) decrease of TCN. Male children, children aged 0-5 years, scattered children and children in high-risk areas appeared to be more vulnerable to the TCN effect than others. However, there was no significant association between DTR and childhood HFMD. Conclusions: Our findings indicate that TCN drops may increase the incidence of childhood HFMD in Huainan, highlighting the importance of protecting children from forthcoming TCN drops, particularly for those who are male, young, scattered and from high-risk areas.  2015 The Royal Society for Public Health.","Article","Scopus",NA,NA,"excluded",""
"Amarasekare20131240","ARTICLE","Amarasekare, P. and Coutinho, R.M.","The intrinsic growth rate as a predictor of population viability under climate warming","Journal of Animal Ecology","2013","82","1240-1253","10.1111/1365-2656.12112","cited By 15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886280359&doi=10.1111%2f1365-2656.12112&partnerID=40&md5=4992ca62f5bdc327bec05789ca0ddcb8","Summary: Lately, there has been interest in using the intrinsic growth rate (rm) to predict the effects of climate warming on ectotherm population viability. However, because rm is calculated using the Euler-Lotka equation, its reliability in predicting population persistence depends on whether ectotherm populations can achieve a stable age/stage distribution in thermally variable environments. Here, we investigate this issue using a mathematical framework that incorporates mechanistic descriptions of temperature effects on vital rates into a stage-structured population model that realistically captures the temperature-induced variability in developmental delays that characterize ectotherm life cycles. We find that populations experiencing seasonal temperature variation converge to a stage distribution whose intra-annual pattern remains invariant across years. As a result, the mean annual per capita growth rate also remains constant between years. The key insight is the mechanism that allows populations converge to a stationary stage distribution. Temperature effects on the biochemical processes (e.g. enzyme kinetics, hormonal regulation) that underlie life-history traits (reproduction, development and mortality) exhibit well-defined thermodynamical properties (e.g. changes in entropy and enthalpy) that lead to predictable outcomes (e.g. reduction in reaction rates or hormonal action at temperature extremes). As a result, life-history traits exhibit a systematic and predictable response to seasonal temperature variation. This in turn leads to temporally predictable temperature responses of the stage distribution and the per capita growth rate. When climate warming causes an increase in the mean annual temperature and/or the amplitude of seasonal fluctuations, the population model predicts the mean annual per capita growth rate to decline to zero within 100 years when warming is slow relative to the developmental period of the organism (003-005{ring operator}C per year) and to become negative, causing population extinction, well before 100 years when warming is fast (e.g. 01{ring operator}C per year). The Euler-Lotka equation predicts a slower decrease in rm when warming is slow and a longer persistence time when warming is fast, with the deviation between the two metrics increasing with increasing developmental period. These results suggest that predictions of ectotherm population viability based on rm may be valid only for species with short developmental delays, and even then, only over short time-scales and under slow warming regimes.  2013 The Authors. Journal of Animal Ecology  2013 British Ecological Society.","Article","Scopus","6",NA,"selected",""
"Gorek2010181","ARTICLE","Gorek, A. and Zajsek, K.","Influence of temperature variations on ethanol production by kefir grains - Mathematical model development","Chemical Engineering Transactions","2010","20","181-186","10.3303/CET1020031","cited By 14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650358494&doi=10.3303%2fCET1020031&partnerID=40&md5=2eebf3a0919742f4769b616e2508461c","Mathematical models are useful for describing microbial growth, product formation and substrate utilization, both in natural ecosystems and under research conditions. To this end, we developed a mathematical model for the kinetics of ethanol production that incorporates the influence of the temperature variations and fermentation time. Modified Gompertz model could be regarded as sufficient to describe the ethanol production by mixed kefir grains yeast population with high determination coefficients indicated that. Biological kinetic parameters of the model were estimated using the least-square method on the basis of experimental data obtained in batch fermentations. The influence of temperature on kefir grains biomass increase and microbiological composition of kefir product and kefir grains was also investigated and quantified. The temperature dependence of the maximum ethanol production rate constant was analyzed based on the Arrhenius model. The activation energy value of ethanol production was 64.3 kJ/mol. The adopted mathematical model could describe very well the dynamics of ethanol production from the beginning up to the stationary phase during the kefir fermentation. Copyright  2010, AIDIC Servizi S.r.l.","Conference Paper","Scopus",NA,NA,"excluded",""
"Charman20181071","ARTICLE","Charman, D.J. and Amesbury, M.J. and Roland, T.P. and Royles, J. and Hodgson, D.A. and Convey, P. and Griffiths, H.","Spatially coherent late Holocene Antarctic Peninsula surface air temperature variability","Geology","2018","46","1071-1074","10.1130/G45347.1","cited By 10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057609578&doi=10.1130%2fG45347.1&partnerID=40&md5=58c52d3a203166384b84b716fcbcc20d","The Antarctic Peninsula experienced a rapid rise in regional temperature during the second half of the 20th century, but the regional pattern of multi-centennial temperature changes and their dynamical drivers remain poorly understood. Here we use proxies of biological productivity in rare, deep moss banks to infer past surface air temperature changes on the Antarctic Peninsula and identify the drivers of these changes. Late Holocene temperatures are broadly consistent between the low-elevation moss bank records and a high-elevation ice core site, and we conclude that variation in the strength of the westerlies, linked to the Southern Annular Mode, is the most likely driver. Our data do not support a hypothesized persistent temperature dipole over the Antarctic Peninsula related to a strong influence of El Nio-Southern Oscillation. Rates of change in biological productivity on the peninsula over the 20th century are unusual in the context of the late Holocene, and further warming will drive rapid future increases in moss growth and microbial populations.  2018 Geological Society of America.","Article","Scopus","12",NA,"selected",""
"Samokhvalov199436","ARTICLE","Samokhvalov, S.K.","Principles of human temperature changes in overheating and integral criteria for evaluation of human heat state","Meditsina Truda I Promyshlennaya Ekologiya","1994",NA,"36-39",NA,"cited By 0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028377721&partnerID=40&md5=ad8c3f9f7f71e8cd97c1c1e6dfa2d66c","The new integral criteria for evaluation of heat conditions are based on the principles of temperature changes in overheating: from the comfortable state to the extreme overheating. The principles are revealed by manifold analyzing the correlations between dynamic rows of the temperatures measured in various body sites. The suggested criteria give more complete information in comparison with the regular parameters.","Article","Scopus","2",NA,"selected",""
"Agadzhanov199321","ARTICLE","Agadzhanov, V.R. and Popov, A.L.","Changes of functional status of CNS during physical work using individual protective means at various environmental temperatures","Meditsina Truda I Promyshlennaya Ekologiya","1993",NA,"21-25",NA,"cited By 0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027568071&partnerID=40&md5=f300c9ddaf6426489a3e8470a1e8a78e","Integral parameters were applied to studies of functional status of the central nervous system (CNS) in humans exposed to physical work using individual protective means in heating (30C) and cooling (10C) microclimate. Peculiarities of changes in CNS functional status were proved to depend on the origin of factors and their combinations. Factors appeared to compete with each other and final results can depend on domination of the certain factor.","Article","Scopus","3-4",NA,"excluded",""
"Heidary2018","ARTICLE","Heidary, Z. and Mojra, A. and Shirazi, M. and Bazargan, M.","A novel approach for early evaluation of orthodontic process by a numerical thermomechanical analysis","International Journal for Numerical Methods in Biomedical Engineering","2018","34",NA,"10.1002/cnm.2899","cited By 5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026438763&doi=10.1002%2fcnm.2899&partnerID=40&md5=9c68c0915767fe3e33312c202c0f45ec","The main objective of this paper is to propose a novel method that provides an opportunity to evaluate an orthodontic process at early phase of the treatment. This was accomplished by finding out a correlation between the applied orthodontic force and thermal variations in the tooth structure. To this end, geometry of the human tooth surrounded by the connective soft tissue called the periodontal ligament and the bone was constructed by employing dental CT scan images of a specific case. The periodontal ligament was modeled by finite strain viscoelastic model through a nonlinear stress-strain relation (hyperelasticity) and nonlinear stress-time relation (viscoelasticity). The tooth structure was loaded by a lateral force with 15 different quantities applied to 20 different locations, along the midedge of the tooth crown. The resultant compressive stress in the periodontal ligament was considered as the cause of elevated cell activity that was modeled by a transient heat flux in the thermal analysis. The heat flux value was estimated by conducting an experiment on a pair of rats. The numerical results showed that by applying an orthodontic force to the tooth structure, a significant temperature rise was observed. By measuring the temperature rise, the orthodontic process can be evaluated. Copyright  2017 John Wiley & Sons, Ltd.","Article","Scopus","1","e2899","excluded",""
